Customer_ID,Customer_Name,Gender,Age,Date_of_Birth,Marital_Status,Education,Occupation,Employment_Type,Employer_Name,Annual_Income,Income_Group,Customer_Segment,Account_Type,Existing_Loans,Dependents,Credit_Card_Holder,Years_With_Bank,Customer_Status,Join_Date
CUST19216,Vasudha Dyal,Female,39,1986-11-26,Single,Diploma,Retired,Salaried,Subramaniam PLC,412277,Low,Retail,Salary,1,0,No,16,Active,2010-07-28
CUST19217,Gayathri Konda,Female,40,1985-10-22,Married,Diploma,Teacher,Salaried,Tata-Chanda,559780,Middle,Gold,Savings,1,1,Yes,5,Active,2021-07-25
CUST19218,Theodore Narasimhan,Male,67,1959-02-25,Married,Graduate,Teacher,Salaried,Bal-Sawhney,686540,Middle,Gold,Salary,2,5,Yes,20,Active,2006-07-29
CUST19219,Tanmayi Raman,Female,69,1957-05-16,Married,Diploma,Retired,Salaried,"Jhaveri, Wadhwa and Gala",624516,Middle,Gold,Current,0,2,No,5,Closed,2021-07-25
CUST19220,Mitesh Jha,Male,37,1988-11-15,Single,Diploma,IT Professional,Salaried,Narayan-Shetty,1046330,High,Platinum,Salary,1,3,No,12,Active,2014-07-27
CUST19221,Owen Bains,Male,68,1958-04-29,Single,High School,Engineer,Salaried,Keer and Sons,1185614,High,Platinum,Savings,0,2,Yes,18,Active,2008-07-28
CUST19222,Caleb Prashad,Male,58,1967-11-09,Married,Post Graduate,Government Employee,Government,Natt-Atwal,771100,Middle,Gold,Salary,2,1,No,16,Active,2010-07-28
CUST19223,Nitesh Goyal,Male,51,1975-08-03,Married,Diploma,IT Professional,Salaried,"Dasgupta, Toor and Ramanathan",1179698,High,Platinum,Current,0,0,Yes,10,Active,2016-07-26
CUST19224,Aarna Rau,Female,29,1997-06-16,Single,Post Graduate,Banker,Salaried,Agrawal-Nagy,777910,Middle,Gold,Current,0,0,Yes,8,Active,2018-07-26
CUST19225,Neel Dani,Male,45,1980-11-28,Single,Diploma,Teacher,Salaried,Brar-Bhagat,652080,Middle,Gold,Savings,1,2,Yes,13,Active,2013-07-27
CUST19226,Udant Brar,Male,41,1984-12-23,Single,Diploma,Banker,Salaried,Suri Group,1044098,High,Platinum,Salary,3,4,Yes,2,Active,2024-07-24
CUST19227,Manan Ramesh,Male,47,1979-07-10,Single,Graduate,IT Professional,Salaried,Joshi LLC,765150,Middle,Gold,Savings,1,3,No,14,Active,2012-07-27
CUST19228,Umang Thakkar,Male,51,1975-03-22,Married,Graduate,Government Employee,Government,"Bumb, Som and Sethi",745389,Middle,Gold,Savings,0,3,No,7,Active,2019-07-26
CUST19229,Christopher Bahl,Male,38,1987-10-16,Married,Diploma,Teacher,Salaried,Raman and Sons,517623,Middle,Gold,Salary,1,3,Yes,15,Active,2011-07-28
CUST19230,Vamakshi Sahota,Female,33,1992-08-16,Married,Graduate,Banker,Salaried,Khare PLC,1097128,High,Platinum,Current,2,5,No,15,Inactive,2011-07-28
CUST19231,Yagnesh Ghosh,Male,55,1970-12-23,Single,High School,Banker,Salaried,Sura Inc,1111415,High,Platinum,Savings,0,3,Yes,18,Inactive,2008-07-28
CUST19232,Champak Gala,Male,43,1983-03-27,Married,Graduate,IT Professional,Salaried,Pall-Seth,883412,Middle,Gold,Salary,2,0,No,16,Active,2010-07-28
CUST19233,Atharv Mall,Male,31,1995-03-30,Married,Graduate,Self-Employed,Self-Employed,Sharaf-Master,1559663,High,Platinum,Savings,1,4,Yes,10,Active,2016-07-26
CUST19234,Onveer Baria,Male,43,1982-12-11,Married,Diploma,Engineer,Salaried,Choudhury-Sampath,871099,Middle,Gold,Savings,1,0,Yes,2,Active,2024-07-24
CUST19235,Indrajit Rai,Male,51,1974-12-06,Single,Graduate,IT Professional,Salaried,Gokhale PLC,1199256,High,Platinum,Current,3,2,Yes,21,Active,2005-07-29
CUST19236,Isaac Devan,Male,63,1963-01-16,Married,Graduate,IT Professional,Salaried,"Sami, Zachariah and Muni",834718,Middle,Gold,Salary,1,4,Yes,3,Active,2023-07-25
CUST19237,Eshana More,Female,66,1960-06-03,Married,High School,Retired,Salaried,"Arya, Padmanabhan and Doshi",431331,Low,Retail,Premium,0,3,No,24,Active,2002-07-30
CUST19238,Vamakshi Chaudhary,Female,53,1972-08-29,Single,High School,Government Employee,Government,Bumb Inc,937504,Middle,Gold,Premium,1,5,Yes,13,Active,2013-07-27
CUST19239,Lipika Hans,Female,36,1990-07-06,Married,Graduate,IT Professional,Salaried,"Bhargava, Karpe and Modi",1231124,High,Platinum,Salary,0,3,Yes,2,Active,2024-07-24
CUST19240,Viraj Sridhar,Male,42,1984-01-13,Single,Graduate,Business Owner,Business,"Mani, Ravel and Kant",2473957,Premium,Corporate,Savings,1,3,Yes,20,Active,2006-07-29
CUST19241,Darika Sathe,Female,35,1991-01-24,Single,Graduate,Teacher,Salaried,Kohli-Sandhu,482007,Low,Retail,Savings,2,1,Yes,9,Active,2017-07-26
CUST19242,Arin Halder,Male,35,1990-09-18,Married,Graduate,IT Professional,Salaried,Deshpande-Aggarwal,720392,Middle,Gold,Savings,3,4,No,15,Active,2011-07-28
CUST19243,Qushi Dalal,Female,39,1986-08-24,Married,Graduate,IT Professional,Salaried,"Varkey, Gokhale and Srivastava",822393,Middle,Gold,Savings,1,5,No,7,Active,2019-07-26
CUST19244,Robert Ramanathan,Male,61,1965-02-14,Single,Post Graduate,Banker,Salaried,"Kaul, Desai and Kari",670896,Middle,Gold,Salary,0,1,No,8,Active,2018-07-26
CUST19245,Benjamin Deol,Male,30,1996-07-13,Single,Graduate,Self-Employed,Self-Employed,Deo-Virk,1435721,High,Platinum,Savings,1,5,Yes,10,Active,2016-07-26
CUST19246,Balendra Prasad,Male,29,1997-07-29,Married,Diploma,Teacher,Salaried,Nagy PLC,562404,Middle,Gold,Salary,1,3,Yes,2,Active,2024-07-24
CUST19247,Robert Buch,Male,47,1978-12-19,Single,High School,Business Owner,Business,Devi-Dhawan,2535214,Premium,Corporate,Current,2,5,No,20,Active,2006-07-29
CUST19248,Benjamin Bath,Male,64,1962-08-08,Married,Diploma,Self-Employed,Self-Employed,Dass PLC,1458389,High,Platinum,Salary,1,2,Yes,15,Active,2011-07-28
CUST19249,Ridhi Krishna,Female,41,1984-12-10,Married,Post Graduate,Retired,Salaried,Dixit-Keer,449467,Low,Retail,Savings,2,0,No,23,Active,2003-07-30
CUST19250,Gabriel Khosla,Male,37,1988-12-05,Married,High School,Engineer,Salaried,"Rai, Borra and Narula",1002059,High,Platinum,Savings,1,5,Yes,19,Active,2007-07-29
CUST19251,Urvi Biswas,Female,44,1981-09-11,Married,Post Graduate,IT Professional,Salaried,"Gupta, Rama and Sem",1169083,High,Platinum,Salary,1,0,No,10,Inactive,2016-07-26
CUST19252,Oeshi Rout,Female,35,1991-04-24,Married,Diploma,Business Owner,Business,"Verma, More and Bhatti",2023146,Premium,Corporate,Savings,0,3,Yes,3,Inactive,2023-07-25
CUST19253,Viraj Virk,Male,39,1987-01-09,Married,Diploma,IT Professional,Salaried,Bhandari PLC,779631,Middle,Gold,Premium,1,0,No,6,Active,2020-07-25
CUST19254,Nimrat Ganesan,Female,32,1994-07-13,Married,Diploma,Doctor,Salaried,Kamdar Inc,2369471,Premium,Corporate,Current,3,1,Yes,7,Active,2019-07-26
CUST19255,Manbir Chahal,Male,68,1957-08-18,Married,Post Graduate,Teacher,Salaried,"Lalla, Kalla and Rattan",421948,Low,Retail,Savings,0,2,Yes,16,Active,2010-07-28
CUST19256,Daniel Sandal,Male,49,1977-05-01,Single,Graduate,Engineer,Salaried,"Bajaj, Virk and Babu",1151906,High,Platinum,Current,0,2,Yes,2,Inactive,2024-07-24
CUST19257,Gavin Thaman,Male,32,1994-04-18,Single,PhD,Student,Salaried,"Bhavsar, Rajan and Mohanty",247261,Low,Retail,Current,2,1,No,12,Active,2014-07-27
CUST19258,Anirudh Balan,Male,51,1974-09-26,Single,Diploma,Self-Employed,Self-Employed,"Dara, Bail and Sehgal",1170462,High,Platinum,Savings,0,2,No,13,Active,2013-07-27
CUST19259,Lakshmi Panchal,Female,40,1985-10-05,Married,Graduate,Teacher,Salaried,"Soman, Yohannan and Narayan",655442,Middle,Gold,Savings,0,4,Yes,22,Inactive,2004-07-29
CUST19260,Reyansh Ranganathan,Male,28,1998-01-03,Single,Graduate,Engineer,Salaried,"Master, Virk and Sangha",758838,Middle,Gold,Premium,0,4,Yes,10,Active,2016-07-26
CUST19261,Theodore Hayer,Male,64,1962-03-19,Single,High School,Retired,Salaried,Mohan Inc,514695,Middle,Gold,Savings,0,4,No,9,Active,2017-07-26
CUST19262,Jacob Pandit,Male,68,1958-07-09,Married,Graduate,Student,Salaried,Dass-Halder,167939,Low,Retail,Savings,3,5,Yes,20,Closed,2006-07-29
CUST19263,Harrison Shroff,Male,27,1999-02-07,Single,PhD,Business Owner,Business,Chauhan LLC,2678478,Premium,Corporate,Savings,1,3,Yes,9,Active,2017-07-26
CUST19264,Falan Sant,Male,65,1961-01-10,Married,Diploma,IT Professional,Salaried,Gokhale Group,1142403,High,Platinum,Savings,0,3,Yes,18,Active,2008-07-28
CUST19265,Triveni Varkey,Female,64,1961-11-27,Married,High School,Business Owner,Business,"Gill, Bir and Vaidya",2571208,Premium,Corporate,Salary,0,1,No,9,Active,2017-07-26
CUST19266,Avni Mangal,Female,60,1965-10-13,Married,PhD,Engineer,Salaried,Kulkarni-Pall,680221,Middle,Gold,Premium,0,1,No,9,Active,2017-07-26
CUST19267,Deepa Raval,Female,69,1956-12-03,Married,High School,IT Professional,Salaried,Mittal and Sons,950433,Middle,Gold,Savings,3,3,No,1,Active,2025-07-24
CUST19268,Vanya Reddy,Female,57,1968-09-08,Married,High School,Retired,Salaried,Raghavan Ltd,579157,Middle,Gold,Savings,1,2,No,4,Active,2022-07-25
CUST19269,Anmol Chauhan,Male,48,1978-05-08,Married,Graduate,Teacher,Salaried,Dasgupta-Keer,425311,Low,Retail,Current,1,2,Yes,13,Active,2013-07-27
CUST19270,Rehaan Sharma,Male,47,1979-06-15,Single,Graduate,Self-Employed,Self-Employed,Patla Group,985201,Middle,Gold,Premium,3,4,Yes,6,Active,2020-07-25
CUST19271,Ekapad Dua,Male,58,1968-02-08,Single,PhD,IT Professional,Salaried,Bhalla Group,928079,Middle,Gold,Premium,1,3,Yes,13,Inactive,2013-07-27
CUST19272,Oni Yogi,Female,49,1976-08-21,Single,High School,Student,Salaried,"Trivedi, Varma and Contractor",237081,Low,Retail,Salary,1,5,No,24,Active,2002-07-30
CUST19273,Chakrika Barad,Female,36,1990-02-28,Married,Diploma,Doctor,Salaried,"Khanna, Chadha and Apte",2334314,Premium,Corporate,Salary,2,4,Yes,7,Inactive,2019-07-26
CUST19274,Veer Buch,Male,23,2002-11-22,Single,Post Graduate,IT Professional,Salaried,Dalal-Sampath,1217012,High,Platinum,Current,0,2,No,5,Closed,2021-07-25
CUST19275,Samesh Pandey,Male,43,1983-04-02,Single,Diploma,Student,Salaried,Vohra-Pau,151822,Low,Retail,Savings,1,4,Yes,10,Active,2016-07-26
CUST19276,Chaaya Srinivasan,Female,24,2001-08-01,Single,Diploma,Government Employee,Government,Sarraf PLC,568375,Middle,Gold,Premium,0,5,No,3,Active,2023-07-25
CUST19277,Daksha Bhatt,Female,26,2000-06-12,Single,Graduate,Teacher,Salaried,Mahal-Solanki,430687,Low,Retail,Savings,0,4,No,5,Inactive,2021-07-25
CUST19278,Udant Jani,Male,37,1988-08-30,Married,Diploma,Business Owner,Business,Palan-Ahluwalia,2949159,Premium,Corporate,Salary,1,1,Yes,19,Active,2007-07-29
CUST19279,Jai Barad,Male,44,1981-09-14,Single,Graduate,Retired,Salaried,Mahajan-Tank,371151,Low,Retail,Savings,0,0,No,4,Active,2022-07-25
CUST19280,Zehaan Deo,Male,50,1975-10-22,Single,Graduate,Teacher,Salaried,Kanda-Shetty,455286,Low,Retail,Savings,0,1,Yes,10,Inactive,2016-07-26
CUST19281,Balhaar Gaba,Male,47,1978-08-19,Married,Graduate,Banker,Salaried,Grewal-Palla,939557,Middle,Gold,Savings,0,3,No,1,Active,2025-07-24
CUST19282,Garima Shenoy,Female,50,1976-01-17,Married,Graduate,Self-Employed,Self-Employed,Choudhury-Sanghvi,1037200,High,Platinum,Premium,0,5,Yes,13,Active,2013-07-27
CUST19283,Rajata Sankaran,Female,39,1986-12-25,Married,Graduate,IT Professional,Salaried,Srinivasan LLC,775075,Middle,Gold,Savings,0,3,No,21,Active,2005-07-29
CUST19284,Ojas Murthy,Male,32,1993-08-16,Married,High School,Engineer,Salaried,Chaudhary Group,831916,Middle,Gold,Savings,2,0,Yes,14,Active,2012-07-27
CUST19285,Manan Panchal,Male,65,1961-02-08,Married,Graduate,Self-Employed,Self-Employed,"Sampath, Kumar and Anne",1352038,High,Platinum,Savings,2,2,Yes,23,Active,2003-07-30
CUST19286,Lakshmi Sane,Female,50,1976-03-06,Single,Graduate,Retired,Salaried,Raghavan Group,542878,Middle,Gold,Savings,1,1,No,23,Active,2003-07-30
CUST19287,Zarna Bhatt,Female,42,1984-07-21,Married,PhD,Teacher,Salaried,"Srinivas, Verma and Pall",519669,Middle,Gold,Salary,3,2,No,8,Active,2018-07-26
CUST19288,Shivani Badal,Female,45,1980-09-29,Married,Graduate,Engineer,Salaried,"Maharaj, Chahal and Keer",729456,Middle,Gold,Current,2,5,No,24,Inactive,2002-07-30
CUST19289,Abeer Kala,Male,61,1964-12-25,Married,Graduate,Student,Salaried,Bakshi-Misra,144040,Low,Retail,Premium,1,2,No,22,Active,2004-07-29
CUST19290,Rudra Chatterjee,Male,59,1966-11-12,Married,Graduate,IT Professional,Salaried,Lala Group,864473,Middle,Gold,Premium,1,5,Yes,23,Active,2003-07-30
CUST19291,Ganga Sawhney,Female,37,1988-11-21,Single,Post Graduate,Doctor,Salaried,Sarma and Sons,1502138,High,Platinum,Salary,0,3,No,5,Active,2021-07-25
CUST19292,Aadi Rajan,Male,38,1987-10-20,Single,Diploma,Engineer,Salaried,Kala-Tailor,750782,Middle,Gold,Salary,2,2,No,4,Active,2022-07-25
CUST19293,Nikita Rajagopalan,Female,44,1981-12-13,Married,Graduate,Self-Employed,Self-Employed,Aurora Group,1044739,High,Platinum,Savings,1,0,No,11,Active,2015-07-27
CUST19294,Jyoti Bose,Female,21,2004-08-03,Single,Post Graduate,IT Professional,Salaried,Oza-Dayal,1080851,High,Platinum,Salary,1,4,No,3,Active,2023-07-25
CUST19295,Ridhi Comar,Female,40,1985-08-07,Married,Diploma,Self-Employed,Self-Employed,Khalsa LLC,1013423,High,Platinum,Savings,4,2,Yes,15,Active,2011-07-28
CUST19296,Nilima Dugar,Female,66,1960-03-13,Married,Graduate,Government Employee,Government,Sani-Master,693462,Middle,Gold,Premium,1,2,Yes,14,Closed,2012-07-27
CUST19297,Yash Arora,Male,36,1989-09-25,Married,Diploma,Government Employee,Government,"Sheth, Bawa and Barad",590823,Middle,Gold,Current,3,4,Yes,5,Active,2021-07-25
CUST19298,Yoshita More,Female,65,1961-07-12,Single,PhD,IT Professional,Salaried,Dugar-Chhabra,1239726,High,Platinum,Current,1,1,Yes,18,Active,2008-07-28
CUST19299,Vidhi Mannan,Female,37,1989-04-02,Married,High School,Government Employee,Government,Anne Ltd,630764,Middle,Gold,Salary,2,2,Yes,7,Active,2019-07-26
CUST19300,Mekhala Bose,Female,66,1960-06-06,Single,Graduate,Engineer,Salaried,Gala Ltd,823409,Middle,Gold,Salary,0,1,Yes,23,Active,2003-07-30
CUST19301,Fitan Arora,Male,42,1984-06-07,Single,Graduate,Self-Employed,Self-Employed,Palan-Bath,1679598,High,Platinum,Salary,0,0,Yes,5,Active,2021-07-25
CUST19302,Indrajit Kibe,Male,27,1998-11-27,Single,Graduate,IT Professional,Salaried,De-Bhat,942251,Middle,Gold,Savings,1,1,Yes,9,Inactive,2017-07-26
CUST19303,Karan Pall,Male,32,1994-01-09,Married,High School,Government Employee,Government,Comar-Prabhu,786343,Middle,Gold,Savings,1,0,No,8,Active,2018-07-26
CUST19304,Theodore Chaudhuri,Male,26,2000-05-05,Single,Diploma,Banker,Salaried,Grover-Pandey,803782,Middle,Gold,Current,3,2,Yes,8,Active,2018-07-26
CUST19305,Hemal Ben,Female,46,1980-05-20,Married,Graduate,Retired,Salaried,"Hayre, Mammen and Sarna",430106,Low,Retail,Current,0,2,No,24,Active,2002-07-30
CUST19306,Avi Chhabra,Male,45,1981-05-24,Married,High School,IT Professional,Salaried,"Walia, Pant and Batta",945727,Middle,Gold,Salary,0,3,No,25,Inactive,2001-07-30
CUST19307,Yasti Sastry,Female,34,1992-02-24,Married,Diploma,Student,Salaried,Dave-Arora,244845,Low,Retail,Current,1,2,No,7,Active,2019-07-26
CUST19308,Indrajit Bhatnagar,Male,33,1992-12-02,Single,Graduate,Business Owner,Business,"Sibal, Patel and Shankar",2016245,Premium,Corporate,Savings,0,3,No,15,Active,2011-07-28
CUST19309,Harrison Chawla,Male,40,1986-04-14,Married,Graduate,IT Professional,Salaried,Devi-Bumb,788017,Middle,Gold,Salary,0,3,Yes,8,Active,2018-07-26
CUST19310,Kashish Sodhi,Female,46,1979-08-23,Single,Post Graduate,Engineer,Salaried,"Dave, Chad and Biswas",956154,Middle,Gold,Savings,1,5,Yes,3,Active,2023-07-25
CUST19311,Jeremiah Maharaj,Male,63,1962-09-13,Married,Graduate,IT Professional,Salaried,Reddy Inc,1225179,High,Platinum,Savings,3,4,Yes,4,Active,2022-07-25
CUST19312,Abeer Khurana,Male,48,1977-10-09,Married,Diploma,IT Professional,Salaried,Dewan-Dani,1045360,High,Platinum,Current,1,1,No,9,Inactive,2017-07-26
CUST19313,Ishaan Pandit,Male,33,1992-11-25,Married,High School,Doctor,Salaried,"Dixit, Ganesan and Bajaj",2474998,Premium,Corporate,Salary,0,4,Yes,15,Active,2011-07-28
CUST19314,Siddharth Kumer,Male,64,1962-04-15,Married,Graduate,Student,Salaried,"Baral, Desai and Chakraborty",181257,Low,Retail,Salary,0,1,Yes,3,Active,2023-07-25
CUST19315,Urvi Kale,Female,27,1999-03-07,Single,Graduate,Government Employee,Government,Mani-Dhingra,915512,Middle,Gold,Salary,0,5,Yes,9,Active,2017-07-26
CUST19316,Widisha Ghose,Female,59,1967-07-11,Single,Diploma,Self-Employed,Self-Employed,"Wagle, Venkataraman and Bedi",1659265,High,Platinum,Savings,1,0,Yes,20,Active,2006-07-29
CUST19317,Anita Kota,Female,69,1957-01-29,Married,Diploma,Engineer,Salaried,Dutta Ltd,872546,Middle,Gold,Savings,1,3,Yes,19,Active,2007-07-29
CUST19318,Ojas Sarma,Male,40,1985-11-23,Single,Graduate,Government Employee,Government,Sengupta-Ahluwalia,705927,Middle,Gold,Salary,1,1,Yes,8,Active,2018-07-26
CUST19319,Manthan Gandhi,Male,33,1992-08-17,Single,Graduate,Business Owner,Business,"Narula, Balan and Kulkarni",1853814,High,Platinum,Savings,0,3,Yes,15,Active,2011-07-28
CUST19320,Urishilla Gill,Female,41,1985-01-12,Single,Post Graduate,IT Professional,Salaried,Sheth-Wali,1043972,High,Platinum,Current,1,5,No,2,Inactive,2024-07-24
CUST19321,Sai Kuruvilla,Female,66,1960-05-16,Single,Graduate,Teacher,Salaried,Mistry and Sons,456122,Low,Retail,Savings,4,4,No,10,Active,2016-07-26
CUST19322,Bahadurjit Khare,Male,23,2003-05-08,Single,High School,IT Professional,Salaried,Ramanathan-Kalla,724160,Middle,Gold,Premium,3,0,No,5,Active,2021-07-25
CUST19323,Patrick Basu,Male,46,1980-01-18,Married,High School,Engineer,Salaried,Sawhney LLC,884900,Middle,Gold,Current,0,1,Yes,15,Active,2011-07-28
CUST19324,Udyati Shukla,Female,48,1978-07-19,Married,Diploma,Retired,Salaried,Bala-Deo,591198,Middle,Gold,Savings,1,1,Yes,2,Active,2024-07-24
CUST19325,Ojas Dyal,Male,60,1966-03-03,Married,Diploma,Engineer,Salaried,Nagy and Sons,1067359,High,Platinum,Savings,0,0,Yes,6,Active,2020-07-25
CUST19326,Vedika Tailor,Female,34,1992-04-26,Married,High School,Self-Employed,Self-Employed,Bali Group,1675282,High,Platinum,Current,4,2,No,16,Inactive,2010-07-28
CUST19327,Jhalak Saraf,Female,60,1966-01-28,Married,Graduate,IT Professional,Salaried,Sur-Sundaram,1101676,High,Platinum,Salary,0,1,Yes,5,Active,2021-07-25
CUST19328,Dakshesh Toor,Male,33,1992-10-23,Single,PhD,Self-Employed,Self-Employed,Dhar Ltd,1453901,High,Platinum,Savings,0,3,No,11,Active,2015-07-27
CUST19329,Advaith Memon,Male,50,1976-02-06,Married,Post Graduate,IT Professional,Salaried,"Shetty, Nath and Raj",796308,Middle,Gold,Savings,4,2,Yes,3,Active,2023-07-25
CUST19330,Upkaar Chandran,Male,37,1989-05-04,Married,Post Graduate,Government Employee,Government,Loke LLC,884410,Middle,Gold,Savings,0,3,Yes,12,Active,2014-07-27
CUST19331,Radha Apte,Female,34,1992-04-07,Married,High School,Self-Employed,Self-Employed,Varughese-Sibal,989017,Middle,Gold,Savings,0,5,Yes,16,Active,2010-07-28
CUST19332,Harish Basak,Male,40,1986-01-17,Single,Graduate,IT Professional,Salaried,Kulkarni-Menon,1112048,High,Platinum,Salary,0,3,Yes,20,Closed,2006-07-29
CUST19333,Urmi Bajwa,Female,67,1958-11-23,Married,High School,IT Professional,Salaried,Boase-Acharya,1258926,High,Platinum,Current,1,0,No,15,Active,2011-07-28
CUST19334,Barkha Deshmukh,Female,55,1970-11-10,Married,Post Graduate,Government Employee,Government,Kar-Dugar,912366,Middle,Gold,Savings,0,1,No,10,Active,2016-07-26
CUST19335,Yuvraj Swamy,Male,64,1961-11-07,Married,PhD,Business Owner,Business,Warrior-Bhatnagar,2462529,Premium,Corporate,Salary,2,4,No,1,Active,2025-07-24
CUST19336,Nakul Thakur,Male,43,1983-04-15,Married,Diploma,Self-Employed,Self-Employed,Bava Inc,1407641,High,Platinum,Premium,3,4,No,24,Active,2002-07-30
CUST19337,Megha Chandran,Female,37,1989-03-24,Married,High School,Banker,Salaried,Ramesh Ltd,1112471,High,Platinum,Salary,0,5,No,19,Active,2007-07-29
CUST19338,Udyati Kota,Female,47,1979-05-31,Single,High School,Business Owner,Business,"Dora, Swaminathan and Rana",2283797,Premium,Corporate,Current,0,4,No,4,Inactive,2022-07-25
CUST19339,Manbir Raja,Male,47,1979-07-19,Married,High School,IT Professional,Salaried,Parikh LLC,761794,Middle,Gold,Premium,0,3,No,25,Active,2001-07-30
CUST19340,Harini Mohan,Female,39,1987-04-11,Married,Post Graduate,Engineer,Salaried,Sule Group,1063223,High,Platinum,Current,0,2,No,8,Active,2018-07-26
CUST19341,Pooja Sunder,Female,56,1969-11-20,Single,Graduate,Government Employee,Government,Lata-Bumb,604703,Middle,Gold,Savings,0,3,Yes,25,Active,2001-07-30
CUST19342,Hitesh Subramaniam,Male,23,2003-06-05,Single,PhD,Teacher,Salaried,Palla Ltd,640570,Middle,Gold,Savings,2,3,Yes,5,Active,2021-07-25
CUST19343,Chaitanya Lal,Male,45,1980-12-31,Single,PhD,Business Owner,Business,Dyal-Dara,2493376,Premium,Corporate,Savings,3,0,Yes,8,Inactive,2018-07-26
CUST19344,Daniel Pant,Male,37,1988-11-14,Single,Post Graduate,Self-Employed,Self-Employed,"Memon, Jaggi and Saha",1071484,High,Platinum,Savings,3,5,Yes,17,Active,2009-07-28
CUST19345,Suhani Hari,Female,62,1963-08-27,Single,Post Graduate,IT Professional,Salaried,"Munshi, Kota and Kata",920279,Middle,Gold,Savings,0,5,Yes,13,Closed,2013-07-27
CUST19346,Naksh Singh,Male,36,1990-05-31,Married,High School,Government Employee,Government,Chad and Sons,914946,Middle,Gold,Premium,0,0,No,15,Active,2011-07-28
CUST19347,Ayush Buch,Male,34,1992-05-08,Married,Graduate,Government Employee,Government,Batra-Dash,626327,Middle,Gold,Premium,0,3,Yes,16,Closed,2010-07-28
CUST19348,Dayita Hans,Female,21,2004-08-01,Single,High School,Banker,Salaried,Pillay-Halder,931531,Middle,Gold,Savings,1,1,No,3,Active,2023-07-25
CUST19349,Yauvani Goda,Female,46,1979-10-28,Married,Graduate,Business Owner,Business,"Vohra, Kaul and Tank",1843052,High,Platinum,Savings,4,2,No,1,Active,2025-07-24
CUST19350,Noah Lad,Male,56,1970-02-16,Married,Graduate,IT Professional,Salaried,Sur Group,943638,Middle,Gold,Salary,0,3,Yes,19,Active,2007-07-29
CUST19351,Jason Jani,Male,49,1976-08-20,Married,Post Graduate,Government Employee,Government,"Rana, Deep and Dass",804288,Middle,Gold,Savings,1,4,No,11,Inactive,2015-07-27
CUST19352,Gauri Sandal,Female,42,1984-07-06,Single,PhD,Doctor,Salaried,Zachariah LLC,2121529,Premium,Corporate,Salary,0,2,Yes,12,Inactive,2014-07-27
CUST19353,Ayush Brahmbhatt,Male,22,2004-01-05,Single,High School,Retired,Salaried,Kothari Ltd,528299,Middle,Gold,Salary,1,4,No,4,Active,2022-07-25
CUST19354,Jyoti Anand,Female,68,1957-11-05,Married,Diploma,IT Professional,Salaried,Guha and Sons,740113,Middle,Gold,Savings,1,1,No,22,Active,2004-07-29
CUST19355,Lakshit Balasubramanian,Male,29,1997-05-23,Married,High School,IT Professional,Salaried,"Kanda, Nair and Kumar",1172309,High,Platinum,Savings,1,3,No,11,Active,2015-07-27
CUST19356,Damini Upadhyay,Female,39,1987-01-30,Married,High School,Doctor,Salaried,Mitra-Chaudhari,2490046,Premium,Corporate,Savings,1,4,Yes,19,Active,2007-07-29
CUST19357,Sai Puri,Male,35,1990-12-12,Married,Post Graduate,Teacher,Salaried,"Mani, Sastry and Desai",666032,Middle,Gold,Current,0,3,No,17,Active,2009-07-28
CUST19358,Umang Bobal,Male,38,1988-03-06,Married,Diploma,IT Professional,Salaried,Krishnan-Sahota,1150316,High,Platinum,Salary,3,5,No,11,Active,2015-07-27
CUST19359,Daksh Deep,Male,56,1969-11-05,Married,Post Graduate,Government Employee,Government,"Lad, Chadha and Sachar",825550,Middle,Gold,Salary,3,5,Yes,24,Active,2002-07-30
CUST19360,Irya Gupta,Female,42,1984-07-08,Married,Diploma,Government Employee,Government,"Menon, Ahuja and Lata",681768,Middle,Gold,Savings,0,0,No,4,Active,2022-07-25
CUST19361,Agastya Aurora,Male,57,1968-12-08,Single,Post Graduate,IT Professional,Salaried,Lad-Gaba,1107323,High,Platinum,Savings,0,1,No,11,Active,2015-07-27
CUST19362,Shaurya Sandhu,Male,70,1956-01-16,Married,Post Graduate,Doctor,Salaried,Contractor-Khanna,2491716,Premium,Corporate,Premium,1,4,Yes,11,Active,2015-07-27
CUST19363,Yashasvi Chakrabarti,Female,30,1996-04-07,Married,PhD,Teacher,Salaried,Mital Ltd,664088,Middle,Gold,Salary,0,3,No,11,Active,2015-07-27
CUST19364,Harshil Nagi,Male,30,1995-08-02,Married,Diploma,Student,Salaried,Sani PLC,194278,Low,Retail,Savings,1,5,No,12,Active,2014-07-27
CUST19365,Max Natt,Male,61,1964-08-09,Married,Post Graduate,Banker,Salaried,Bhatt PLC,874701,Middle,Gold,Savings,2,0,Yes,13,Active,2013-07-27
CUST19366,Faris Chad,Male,49,1977-01-02,Married,Post Graduate,Engineer,Salaried,Sheth-Sachdev,995002,Middle,Gold,Savings,0,2,No,2,Active,2024-07-24
CUST19367,Harini Shanker,Female,50,1976-07-08,Married,PhD,Retired,Salaried,Pall-Deol,371518,Low,Retail,Savings,1,2,No,24,Active,2002-07-30
CUST19368,Samar Wagle,Male,48,1978-03-30,Married,Graduate,Doctor,Salaried,"Lanka, Gill and Tiwari",1585484,High,Platinum,Salary,0,2,No,14,Closed,2012-07-27
