Employee_ID,Employee_Name,Gender,Designation,Department,Branch_ID,Experience_Years,Performance_Rating,Salary,Joining_Date,Employment_Status
EMP0756,Triveni Dhar,Female,Loan Officer,Retail Banking,BR213,17,2.6,1039972,2009-07-12,Active
EMP0757,Tejas Vyas,Male,Relationship Manager,Retail Banking,BR008,24,3.7,1379620,2002-06-21,Active
EMP0758,Caleb Vyas,Male,Regional Manager,Management,BR004,25,2.8,3620325,2001-03-27,Active
EMP0759,Yahvi Hora,Female,Branch Manager,Management,BR021,25,4.8,2805843,2001-02-18,Active
EMP0760,Turvi Dewan,Female,Sales Executive,Sales,BR009,24,4.4,909322,2001-08-05,Active
EMP0761,Inaya Brar,Female,Senior Loan Officer,Retail Banking,BR076,1,3.1,955059,2024-07-26,Active
EMP0762,Amruta Chakraborty,Female,Operations Executive,Operations,BR114,8,4.4,743819,2018-07-23,On Leave
EMP0763,Netra Kunda,Female,Relationship Manager,Retail Banking,BR053,4,2.5,917708,2022-02-20,Active
EMP0764,Imaran Mahajan,Male,Operations Executive,Operations,BR221,21,2.6,930490,2005-03-05,Active
EMP0765,Garima Sane,Female,Regional Manager,Management,BR181,18,3.8,3550294,2007-11-05,Active
EMP0766,Wishi Mutti,Female,Relationship Manager,Retail Banking,BR049,1,4.9,918719,2025-03-21,Active
EMP0767,Chameli Venkataraman,Female,Relationship Manager,Retail Banking,BR123,5,5.0,952931,2021-05-05,On Leave
EMP0768,Amol Chopra,Male,Loan Officer,Retail Banking,BR137,21,4.9,979145,2004-08-05,Active
EMP0769,Manthan Mitra,Male,Loan Officer,Retail Banking,BR082,14,4.5,1001525,2012-06-03,Active
EMP0770,Sarthak Balay,Male,Operations Executive,Operations,BR083,2,2.5,609059,2024-06-23,Active
EMP0771,Idika Venkatesh,Female,Sales Executive,Sales,BR010,18,4.6,769023,2008-02-05,Active
EMP0772,Aadi Prabhu,Male,Loan Officer,Retail Banking,BR030,6,2.6,693733,2020-01-14,Active
EMP0773,Hritik Rana,Male,Sales Executive,Sales,BR197,8,4.2,629402,2017-12-30,Active
EMP0774,Samar Palla,Male,Relationship Manager,Retail Banking,BR119,20,3.6,1348958,2005-10-18,Active
EMP0775,Januja Palan,Female,Regional Manager,Management,BR113,16,4.6,3373739,2010-04-21,Active
EMP0776,Advika Khurana,Female,Relationship Manager,Retail Banking,BR179,13,4.0,1176158,2012-12-07,Active
EMP0777,Arjun Pingle,Male,Credit Analyst,Risk,BR216,17,4.3,1452601,2008-09-06,Active
EMP0778,Patrick Sha,Male,Sales Executive,Sales,BR202,7,3.6,626805,2019-04-12,Active
EMP0779,Triya Gill,Female,Senior Loan Officer,Retail Banking,BR220,16,3.2,1277062,2010-03-30,Active
EMP0780,Falguni Kakar,Female,Relationship Manager,Retail Banking,BR116,12,3.6,1153411,2014-07-13,Active
EMP0781,Varsha Srinivas,Female,Regional Manager,Management,BR164,18,2.7,3278182,2007-08-15,Active
EMP0782,Osha Goyal,Female,Operations Executive,Operations,BR013,14,3.8,742068,2012-07-27,Active
EMP0783,Leena Virk,Female,Operations Executive,Operations,BR190,5,3.7,665501,2020-08-30,Active
EMP0784,Alka Gour,Female,Senior Loan Officer,Retail Banking,BR098,4,4.0,999393,2021-07-29,Active
EMP0785,Jack Bhatti,Male,Loan Officer,Retail Banking,BR073,18,3.9,1095634,2008-07-17,Active
EMP0786,Yashoda Narayan,Female,Senior Loan Officer,Retail Banking,BR005,5,4.1,1053815,2020-12-12,Active
EMP0787,Anika Kota,Female,Credit Analyst,Risk,BR234,8,3.4,1159461,2017-07-27,Active
EMP0788,Chaaya Thakur,Female,Branch Manager,Management,BR114,17,4.2,2451483,2009-06-20,Active
EMP0789,Vaishnavi Kamdar,Female,Senior Loan Officer,Retail Banking,BR233,18,3.3,1405682,2008-02-02,Active
EMP0790,Sarthak Devi,Male,Operations Executive,Operations,BR108,22,3.7,923359,2004-03-22,Active
EMP0791,Rachana Boase,Female,Sales Executive,Sales,BR025,9,3.7,620676,2016-08-19,Active
EMP0792,Sara Deshmukh,Female,Loan Officer,Retail Banking,BR038,4,2.9,698585,2022-03-18,Active
EMP0793,Kamala Nigam,Female,Branch Manager,Management,BR110,21,3.8,2285553,2005-01-07,Active
EMP0794,Ranveer Mangat,Male,Loan Officer,Retail Banking,BR166,25,4.0,1033463,2001-06-27,On Leave
EMP0795,Wazir Atwal,Male,Credit Analyst,Risk,BR021,22,4.0,1528613,2004-04-29,Active
EMP0796,Yahvi Bali,Female,Senior Loan Officer,Retail Banking,BR181,17,2.9,1351664,2009-01-16,Active
EMP0797,Bhavini Sandal,Female,Loan Officer,Retail Banking,BR014,9,2.8,756432,2016-12-07,Active
EMP0798,Ekbal Bir,Male,Operations Executive,Operations,BR129,20,3.2,878457,2005-12-02,Resigned
EMP0799,Fariq Tailor,Male,Loan Officer,Retail Banking,BR034,21,3.9,987371,2004-12-02,Active
EMP0800,Odika Oommen,Female,Loan Officer,Retail Banking,BR183,2,3.1,749046,2024-05-31,Active
EMP0801,Ekansh Dhar,Male,Relationship Manager,Retail Banking,BR163,8,3.3,1149042,2017-12-14,Active
EMP0802,Ansh Hans,Male,Operations Executive,Operations,BR091,16,5.0,792778,2010-07-09,Active
EMP0803,Ekanta Khalsa,Female,Credit Analyst,Risk,BR013,13,3.0,1191918,2012-11-29,Active
EMP0804,Qarin Pradhan,Male,Senior Loan Officer,Retail Banking,BR055,19,2.9,1306884,2007-06-05,Active
EMP0805,Laban Dhingra,Male,Loan Officer,Retail Banking,BR221,14,4.8,862767,2011-08-24,Active
EMP0806,George Palan,Male,Branch Manager,Management,BR152,5,2.7,1623728,2020-10-21,Active
EMP0807,David Mohanty,Male,Sales Executive,Sales,BR127,1,4.2,502028,2024-12-05,Active
EMP0808,Hemani Das,Female,Relationship Manager,Retail Banking,BR127,13,4.7,1110622,2013-07-11,Active
EMP0809,Zansi Vig,Female,Operations Executive,Operations,BR093,14,2.8,811284,2012-05-31,Active
EMP0810,Karan Chanda,Male,Sales Executive,Sales,BR128,8,3.1,625258,2018-03-11,On Leave
EMP0811,Jasmit Babu,Female,Loan Officer,Retail Banking,BR190,4,3.6,765705,2021-08-23,Active
EMP0812,Mohammed Thakur,Male,Loan Officer,Retail Banking,BR031,24,3.3,1101184,2001-11-14,Active
EMP0813,Gaurika Narayanan,Female,Loan Officer,Retail Banking,BR145,13,3.8,814393,2012-09-05,Active
EMP0814,Nandini Sule,Female,Senior Loan Officer,Retail Banking,BR005,13,3.7,1160800,2013-01-28,Active
EMP0815,Parth Suresh,Male,Loan Officer,Retail Banking,BR227,24,4.9,1021668,2001-09-20,Active
EMP0816,Anirudh Halder,Male,Loan Officer,Retail Banking,BR080,19,4.3,979293,2006-08-28,Active
EMP0817,Vrinda Bakshi,Female,Credit Analyst,Risk,BR242,19,4.2,1483704,2007-03-08,Active
EMP0818,Suhani Ben,Female,Loan Officer,Retail Banking,BR048,25,3.1,1199249,2000-09-02,Active
EMP0819,Finn Bath,Male,Sales Executive,Sales,BR141,3,2.8,570453,2023-04-05,Active
EMP0820,Suhani Kakar,Female,Loan Officer,Retail Banking,BR217,25,4.8,1159709,2000-12-04,Active
EMP0821,Amaira Kannan,Female,Relationship Manager,Retail Banking,BR041,25,4.9,1529056,2001-06-24,Active
EMP0822,Yahvi Bhatnagar,Female,Relationship Manager,Retail Banking,BR219,14,3.2,1304664,2011-11-23,Active
EMP0823,Amaira Gopal,Female,Loan Officer,Retail Banking,BR242,18,4.7,968213,2007-10-18,Active
EMP0824,Advika Ganesan,Female,Loan Officer,Retail Banking,BR196,1,3.2,662119,2025-03-12,Active
EMP0825,Anvi Nayar,Female,Credit Analyst,Risk,BR082,22,3.5,1606244,2004-02-28,Active
EMP0826,Reva Solanki,Female,Loan Officer,Retail Banking,BR060,2,3.3,747033,2024-07-03,Active
EMP0827,Nathan Ganesan,Male,Credit Analyst,Risk,BR131,9,4.5,1273216,2016-11-06,Active
EMP0828,Eshana Saha,Female,Branch Manager,Management,BR058,3,3.1,1657874,2022-10-08,Active
EMP0829,Veda Kunda,Female,Branch Manager,Management,BR149,17,3.5,2222367,2008-10-27,Active
EMP0830,Xalak Kaul,Female,Senior Loan Officer,Retail Banking,BR185,22,2.7,1350745,2004-07-25,Active
EMP0831,Vivaan Upadhyay,Male,Operations Executive,Operations,BR145,5,4.8,582846,2021-05-11,Active
EMP0832,Harinakshi Murthy,Female,Relationship Manager,Retail Banking,BR138,17,3.0,1361960,2009-02-12,Active
EMP0833,Tamanna Dugar,Female,Regional Manager,Management,BR001,24,4.8,4077086,2002-06-11,Active
EMP0834,Meghana Chatterjee,Female,Relationship Manager,Retail Banking,BR184,4,4.4,963221,2022-05-27,Active
EMP0835,Oscar Srinivas,Male,Operations Executive,Operations,BR160,11,3.5,680656,2014-08-29,Active
EMP0836,Yuvraj Varkey,Male,Loan Officer,Retail Banking,BR160,16,2.9,970997,2009-12-12,Active
EMP0837,Aadi Taneja,Male,Loan Officer,Retail Banking,BR203,20,4.0,988501,2006-05-22,Active
EMP0838,Krish Tank,Male,Loan Officer,Retail Banking,BR052,6,3.7,762908,2020-04-05,Active
EMP0839,Baghyawati Chana,Female,Credit Analyst,Risk,BR205,24,4.4,1651441,2002-02-25,Active
EMP0840,Yadavi Subramaniam,Female,Sales Executive,Sales,BR155,10,3.6,619621,2016-07-07,Active
EMP0841,Ekbal Bala,Male,Operations Executive,Operations,BR025,13,2.6,786200,2012-12-08,Active
EMP0842,Timothy Bedi,Male,Loan Officer,Retail Banking,BR174,8,2.9,784306,2018-07-18,Active
EMP0843,Logan Bedi,Male,Loan Officer,Retail Banking,BR249,25,3.5,1211154,2001-03-10,Active
EMP0844,Sudiksha Barman,Female,Loan Officer,Retail Banking,BR129,9,4.8,817539,2016-10-26,Active
EMP0845,Gunbir Thaman,Male,Credit Analyst,Risk,BR185,13,2.9,1319089,2012-09-17,Resigned
EMP0846,Unni Pandit,Female,Loan Officer,Retail Banking,BR222,24,4.7,1181240,2002-05-25,Active
EMP0847,Balhaar Suri,Male,Senior Loan Officer,Retail Banking,BR134,25,3.3,1520635,2001-07-25,Active
EMP0848,Faqid Mannan,Male,Sales Executive,Sales,BR090,4,4.6,505485,2021-10-01,Active
EMP0849,Yashasvi Thakur,Female,Credit Analyst,Risk,BR184,14,4.4,1475833,2012-07-13,On Leave
EMP0850,Guneet Kale,Male,Credit Analyst,Risk,BR208,15,2.9,1279669,2011-07-18,Active
EMP0851,Neha Dave,Female,Sales Executive,Sales,BR031,21,4.1,770197,2005-06-26,Active
EMP0852,Mahika Mishra,Female,Loan Officer,Retail Banking,BR097,9,2.7,802300,2017-03-01,Active
EMP0853,Daniel Soni,Male,Loan Officer,Retail Banking,BR216,13,4.7,886352,2013-02-09,Active
EMP0854,Jairaj Basu,Male,Relationship Manager,Retail Banking,BR160,13,2.9,1238028,2013-01-26,Active
EMP0855,Yashvi Oza,Female,Relationship Manager,Retail Banking,BR014,9,3.0,1115680,2016-12-15,Active
EMP0856,Sudiksha Bhattacharyya,Female,Credit Analyst,Risk,BR043,1,4.4,1031624,2025-06-23,Active
EMP0857,Dayamai Lad,Female,Branch Manager,Management,BR055,24,3.0,2710322,2002-07-28,Active
EMP0858,Robert Mukhopadhyay,Male,Sales Executive,Sales,BR189,23,3.2,838661,2002-08-21,Active
EMP0859,Idika Lal,Female,Loan Officer,Retail Banking,BR130,6,4.1,808426,2019-11-08,Active
EMP0860,Barkha Sarin,Female,Senior Loan Officer,Retail Banking,BR178,22,4.4,1583902,2003-10-27,On Leave
EMP0861,Shravya Agate,Female,Senior Loan Officer,Retail Banking,BR208,13,3.6,1363826,2013-02-15,Active
EMP0862,Xiti Swamy,Female,Operations Executive,Operations,BR104,6,4.4,608794,2019-10-25,Active
EMP0863,Rehaan Pandit,Male,Relationship Manager,Retail Banking,BR097,11,3.2,1106752,2015-07-09,Active
EMP0864,Alka Dyal,Female,Loan Officer,Retail Banking,BR096,5,2.8,814993,2020-10-15,Active
EMP0865,Jyoti Kashyap,Female,Branch Manager,Management,BR239,11,3.7,1866193,2015-04-02,Active
EMP0866,Faraj Varty,Male,Senior Loan Officer,Retail Banking,BR020,17,4.6,1224722,2008-10-14,Active
EMP0867,Nakul Shukla,Male,Credit Analyst,Risk,BR133,2,2.9,1046948,2023-12-21,Active
EMP0868,Idika Bala,Female,Loan Officer,Retail Banking,BR227,8,5.0,784712,2018-04-08,Active
EMP0869,Charan Narayanan,Male,Relationship Manager,Retail Banking,BR046,2,2.7,836573,2024-06-01,Active
EMP0870,Avi Bala,Male,Relationship Manager,Retail Banking,BR047,15,3.4,1227438,2011-05-10,Active
EMP0871,Max Shetty,Male,Credit Analyst,Risk,BR129,19,3.5,1494629,2007-03-20,Active
EMP0872,Ojas Chopra,Male,Credit Analyst,Risk,BR175,13,4.9,1442353,2012-10-20,Resigned
EMP0873,Ikbal Virk,Male,Relationship Manager,Retail Banking,BR006,7,3.4,943976,2018-10-23,Active
EMP0874,Bhavini Banik,Female,Relationship Manager,Retail Banking,BR212,9,4.1,1107434,2017-06-19,Active
EMP0875,Arya Solanki,Female,Loan Officer,Retail Banking,BR054,18,3.4,997251,2007-11-03,Active
EMP0876,Mitali Iyengar,Female,Relationship Manager,Retail Banking,BR106,8,4.2,1048734,2017-08-06,On Leave
EMP0877,Kavya Saraf,Female,Senior Loan Officer,Retail Banking,BR115,6,4.8,998020,2019-08-24,Active
EMP0878,Rushil Boase,Male,Branch Manager,Management,BR007,14,2.8,2181015,2012-05-10,Active
EMP0879,Atharv Pant,Male,Loan Officer,Retail Banking,BR099,21,4.5,1079009,2005-03-10,Active
EMP0880,Sarthak Kale,Male,Sales Executive,Sales,BR240,24,4.1,822138,2001-08-24,Active
EMP0881,Jacob Som,Male,Loan Officer,Retail Banking,BR089,13,4.6,910119,2013-07-18,Active
EMP0882,Darsh Sanghvi,Male,Relationship Manager,Retail Banking,BR011,6,2.5,1008179,2019-10-05,Active
EMP0883,Wazir Sagar,Male,Relationship Manager,Retail Banking,BR164,3,2.6,960216,2022-12-16,Active
EMP0884,Shaurya Arora,Male,Relationship Manager,Retail Banking,BR028,17,4.6,1224365,2009-04-17,Active
EMP0885,Girindra Gopal,Male,Branch Manager,Management,BR050,10,3.0,1836966,2015-11-14,Active
EMP0886,Falan Gour,Male,Loan Officer,Retail Banking,BR144,22,3.8,1129525,2004-06-10,Active
EMP0887,Nathaniel Loyal,Male,Senior Loan Officer,Retail Banking,BR192,15,4.2,1269738,2010-09-10,Active
EMP0888,Barkha Shan,Female,Branch Manager,Management,BR120,6,4.8,1880042,2020-03-15,Resigned
EMP0889,Tarak Chhabra,Male,Branch Manager,Management,BR171,24,4.6,2577584,2001-12-07,Active
EMP0890,Indali Krishnan,Female,Loan Officer,Retail Banking,BR164,2,3.3,736640,2024-07-23,Active
EMP0891,Bimala Agate,Female,Operations Executive,Operations,BR175,12,3.5,697666,2014-03-17,Active
EMP0892,Vincent Sarma,Male,Relationship Manager,Retail Banking,BR020,6,2.6,945160,2020-04-26,Active
EMP0893,Simon Tara,Male,Regional Manager,Management,BR221,21,4.6,3782679,2005-03-13,Active
EMP0894,Saksham Khatri,Male,Regional Manager,Management,BR015,7,4.1,2542062,2019-03-30,Resigned
EMP0895,Arin Chahal,Male,Loan Officer,Retail Banking,BR097,9,4.3,826976,2017-05-30,Active
EMP0896,Jason Bhakta,Male,Senior Loan Officer,Retail Banking,BR242,7,2.8,1024841,2019-02-02,Resigned
EMP0897,Saksham Badal,Male,Regional Manager,Management,BR239,8,3.8,2480069,2017-10-11,Active
EMP0898,Bina Raman,Female,Loan Officer,Retail Banking,BR067,24,5.0,1104144,2002-02-27,Active
EMP0899,Damyanti Johal,Female,Loan Officer,Retail Banking,BR110,15,3.3,978618,2011-01-29,Active
EMP0900,Yagnesh Mutti,Male,Loan Officer,Retail Banking,BR249,18,3.2,955076,2008-06-20,Active
EMP0901,Oliver Modi,Male,Relationship Manager,Retail Banking,BR135,19,4.4,1205687,2007-03-04,Active
EMP0902,Janya Upadhyay,Female,Regional Manager,Management,BR101,8,5.0,2571001,2018-04-25,Active
EMP0903,Sudiksha Handa,Female,Credit Analyst,Risk,BR171,1,3.2,966204,2024-08-29,Active
EMP0904,Anay Chanda,Male,Operations Executive,Operations,BR081,22,4.2,827084,2003-09-02,Active
EMP0905,Udarsh Johal,Male,Regional Manager,Management,BR167,23,2.9,3958848,2002-12-11,Active
EMP0906,Tejas Jayaraman,Male,Operations Executive,Operations,BR029,23,4.4,967421,2002-12-04,Active
EMP0907,Teerth Mutti,Male,Sales Executive,Sales,BR005,11,5.0,657717,2015-04-11,Resigned
EMP0908,Advay Sabharwal,Male,Loan Officer,Retail Banking,BR189,12,2.7,939841,2014-04-18,Active
EMP0909,Chaitanya Shah,Male,Relationship Manager,Retail Banking,BR057,1,3.8,843149,2025-02-10,Active
EMP0910,Vasana Puri,Female,Relationship Manager,Retail Banking,BR091,4,2.5,954785,2022-03-25,Active
EMP0911,Bishakha Karan,Female,Sales Executive,Sales,BR230,5,3.8,570559,2020-08-05,Active
EMP0912,Ishwar Sha,Male,Relationship Manager,Retail Banking,BR217,21,3.6,1497619,2004-09-30,Resigned
EMP0913,Hitesh Misra,Male,Loan Officer,Retail Banking,BR022,2,4.2,705260,2024-03-30,Active
EMP0914,Chaman Zacharia,Female,Sales Executive,Sales,BR189,8,3.8,622688,2017-10-02,Active
EMP0915,Shivani Badal,Female,Loan Officer,Retail Banking,BR083,20,3.2,1125969,2006-01-25,Active
EMP0916,Orinder Sandhu,Male,Relationship Manager,Retail Banking,BR143,22,3.3,1271881,2004-03-22,Active
EMP0917,Chandani Raghavan,Female,Credit Analyst,Risk,BR161,13,3.9,1358388,2013-06-18,Active
EMP0918,Sneha Mistry,Female,Operations Executive,Operations,BR223,2,2.6,619804,2024-01-19,Active
EMP0919,Urishilla Bhasin,Female,Loan Officer,Retail Banking,BR207,6,3.0,722165,2020-07-21,Active
EMP0920,Atharv Kale,Male,Sales Executive,Sales,BR035,20,3.6,808381,2006-05-09,Active
EMP0921,Bahadurjit Nori,Male,Loan Officer,Retail Banking,BR048,16,4.8,1006106,2009-10-18,Active
EMP0922,William Krishnamurthy,Male,Senior Loan Officer,Retail Banking,BR018,9,4.6,1149234,2017-05-05,Active
EMP0923,Samar Dugar,Male,Loan Officer,Retail Banking,BR004,15,2.8,929860,2010-08-01,Active
EMP0924,Ekanta Nair,Female,Relationship Manager,Retail Banking,BR181,10,3.5,1070031,2016-05-27,Active
EMP0925,Mahika Oza,Female,Credit Analyst,Risk,BR051,3,5.0,968061,2022-11-21,Active
EMP0926,Nihal Ganesh,Male,Loan Officer,Retail Banking,BR247,2,3.9,708556,2023-12-18,Active
EMP0927,Widisha Mann,Female,Relationship Manager,Retail Banking,BR206,20,3.7,1302625,2005-11-20,Active
EMP0928,Eta Chaudhari,Female,Loan Officer,Retail Banking,BR036,21,3.1,1149048,2004-11-26,Active
EMP0929,Veda Shere,Female,Loan Officer,Retail Banking,BR135,5,3.4,748864,2021-02-18,Active
EMP0930,Advay Mannan,Male,Operations Executive,Operations,BR029,3,2.8,596919,2022-10-27,On Leave
EMP0931,Upma Ben,Female,Loan Officer,Retail Banking,BR207,17,2.8,957875,2009-06-27,Active
EMP0932,Aayush Mital,Male,Sales Executive,Sales,BR022,6,3.4,551469,2019-10-21,Active
EMP0933,Rajata Kalita,Female,Relationship Manager,Retail Banking,BR219,25,4.8,1448042,2000-10-28,Active
EMP0934,Mahika Dhingra,Female,Relationship Manager,Retail Banking,BR204,16,3.3,1299344,2009-08-22,Active
EMP0935,Yashvi Bajwa,Female,Credit Analyst,Risk,BR187,1,3.4,1032220,2025-01-08,Active
EMP0936,Rushil Ravel,Male,Senior Loan Officer,Retail Banking,BR062,17,4.1,1446202,2009-04-19,Active
EMP0937,Nachiket Krish,Male,Loan Officer,Retail Banking,BR213,9,4.7,800747,2017-02-18,Active
EMP0938,Hemal Bal,Female,Relationship Manager,Retail Banking,BR078,23,3.7,1516611,2002-12-28,Active
EMP0939,Chaman Bala,Female,Relationship Manager,Retail Banking,BR021,3,2.5,1007938,2022-09-16,Resigned
EMP0940,Libni Bail,Female,Relationship Manager,Retail Banking,BR033,14,3.8,1295002,2011-10-28,Active
EMP0941,Ayush Bala,Male,Senior Loan Officer,Retail Banking,BR150,12,3.1,1176056,2013-11-28,On Leave
EMP0942,Oni Kakar,Female,Credit Analyst,Risk,BR082,5,4.4,1188188,2021-03-27,Active
EMP0943,Oeshi Nazareth,Female,Operations Executive,Operations,BR060,3,2.8,544897,2023-07-24,Active
EMP0944,Warjas Murthy,Male,Loan Officer,Retail Banking,BR249,19,2.8,1081102,2007-03-09,Active
EMP0945,Timothy Manda,Male,Credit Analyst,Risk,BR034,1,4.2,1032936,2024-10-14,Active
EMP0946,Isaac Kapoor,Male,Loan Officer,Retail Banking,BR108,11,4.5,864748,2014-10-19,Active
EMP0947,Falan Om,Male,Operations Executive,Operations,BR051,11,3.0,727219,2014-08-01,Active
EMP0948,Upasna Gill,Female,Loan Officer,Retail Banking,BR013,13,4.4,899953,2012-10-01,Active
EMP0949,Frederick Solanki,Male,Sales Executive,Sales,BR057,13,3.3,628698,2012-11-25,Active
EMP0950,Priya Kalita,Female,Loan Officer,Retail Banking,BR172,17,3.5,959762,2009-06-26,Active
EMP0951,Jeevika Srinivas,Female,Regional Manager,Management,BR107,7,3.5,2408483,2018-12-21,Active
EMP0952,Bhanumati Karnik,Female,Loan Officer,Retail Banking,BR143,3,4.9,711450,2023-03-01,Active
EMP0953,Arunima Bhatnagar,Female,Loan Officer,Retail Banking,BR178,15,4.7,851590,2010-12-09,Active
EMP0954,Champak Naik,Male,Loan Officer,Retail Banking,BR176,7,2.5,812452,2019-02-04,Active
EMP0955,Qushi Swamy,Female,Senior Loan Officer,Retail Banking,BR009,24,3.1,1648497,2002-05-12,Active
EMP0956,Bhavika Chaudry,Female,Relationship Manager,Retail Banking,BR164,18,3.9,1369869,2007-12-18,Resigned
EMP0957,Aishani Goda,Female,Loan Officer,Retail Banking,BR205,15,2.9,851896,2011-04-21,Active
EMP0958,Anthony Dua,Male,Loan Officer,Retail Banking,BR209,17,3.4,1013616,2009-07-20,Active
EMP0959,Avi Sibal,Male,Credit Analyst,Risk,BR069,2,2.8,923272,2023-11-08,Active
EMP0960,Janya Bail,Female,Loan Officer,Retail Banking,BR207,8,3.6,866180,2018-01-23,Active
EMP0961,Kritika Parsa,Female,Loan Officer,Retail Banking,BR078,17,3.9,907674,2009-05-14,Active
EMP0962,Jeet Master,Male,Regional Manager,Management,BR225,7,3.1,2654756,2018-10-02,Active
EMP0963,Leena Aurora,Female,Credit Analyst,Risk,BR025,8,4.3,1099684,2018-07-25,Resigned
EMP0964,Rajata Mukherjee,Female,Loan Officer,Retail Banking,BR089,16,3.4,993182,2010-01-05,Active
EMP0965,Harini Luthra,Female,Loan Officer,Retail Banking,BR163,4,4.2,674167,2021-09-19,Active
EMP0966,Daksh Gaba,Male,Senior Loan Officer,Retail Banking,BR166,5,4.2,943055,2020-10-08,Active
EMP0967,Wahab Vala,Male,Operations Executive,Operations,BR208,6,3.3,590834,2019-11-02,Active
EMP0968,Nimrat Sawhney,Female,Senior Loan Officer,Retail Banking,BR113,22,3.8,1491037,2004-03-26,Active
EMP0969,Samuel Ramakrishnan,Male,Relationship Manager,Retail Banking,BR163,11,4.6,1023540,2015-04-17,Active
EMP0970,Zayyan Lanka,Male,Sales Executive,Sales,BR075,1,3.9,491523,2025-03-07,Active
EMP0971,Tristan Wadhwa,Male,Loan Officer,Retail Banking,BR088,18,4.9,951500,2007-12-09,Active
EMP0972,Lucky Bains,Male,Relationship Manager,Retail Banking,BR126,10,2.7,1054034,2016-06-20,Active
EMP0973,Nidhi Ramanathan,Female,Relationship Manager,Retail Banking,BR025,8,3.7,954790,2018-07-22,Active
EMP0974,Anusha Shan,Female,Credit Analyst,Risk,BR189,22,4.3,1550331,2003-09-22,Active
EMP0975,Girish Pillai,Male,Credit Analyst,Risk,BR206,18,4.9,1478897,2007-11-01,Active
EMP0976,Quincy Sha,Male,Senior Loan Officer,Retail Banking,BR249,16,3.5,1324304,2009-12-13,Active
EMP0977,Sneha Thaker,Female,Loan Officer,Retail Banking,BR102,2,3.9,696103,2024-04-06,Active
EMP0978,Indali Borde,Female,Relationship Manager,Retail Banking,BR070,22,2.6,1331728,2004-04-16,Active
EMP0979,Krishna Warrior,Female,Loan Officer,Retail Banking,BR165,4,4.9,732998,2021-08-14,Active
EMP0980,Tanay Varma,Male,Loan Officer,Retail Banking,BR211,19,4.7,952614,2007-01-14,Resigned
EMP0981,Anjali Mann,Female,Operations Executive,Operations,BR052,3,2.9,644479,2023-07-01,Active
EMP0982,Baljiwan Wali,Male,Operations Executive,Operations,BR212,3,4.7,550680,2023-04-30,Active
EMP0983,Abeer Divan,Male,Credit Analyst,Risk,BR095,16,4.5,1498877,2010-01-05,Active
EMP0984,Christopher Sem,Male,Loan Officer,Retail Banking,BR185,8,3.6,763724,2018-05-21,On Leave
EMP0985,Baghyawati Ghose,Female,Loan Officer,Retail Banking,BR228,1,4.0,728336,2024-11-24,Active
EMP0986,Vincent Kibe,Male,Loan Officer,Retail Banking,BR024,20,3.5,1136382,2005-09-05,Active
EMP0987,Hritik Sekhon,Male,Senior Loan Officer,Retail Banking,BR072,19,3.7,1447958,2007-02-13,Active
EMP0988,Aditya Arora,Male,Credit Analyst,Risk,BR167,24,3.9,1674880,2002-01-13,Active
EMP0989,Jalsa Bora,Female,Sales Executive,Sales,BR150,23,3.0,840439,2003-05-05,Active
EMP0990,Nachiket Nath,Male,Credit Analyst,Risk,BR125,3,3.6,1129201,2023-06-24,Active
EMP0991,Yutika Chaudhuri,Female,Regional Manager,Management,BR129,23,4.5,3567995,2002-09-06,Active
EMP0992,Lekha Guha,Female,Sales Executive,Sales,BR166,15,4.3,794750,2011-06-03,Active
EMP0993,Fitan Bhandari,Male,Sales Executive,Sales,BR051,4,4.7,586185,2022-05-15,Active
EMP0994,Anay Dey,Male,Regional Manager,Management,BR099,11,4.5,2795827,2015-04-29,Active
EMP0995,Amruta Gade,Female,Credit Analyst,Risk,BR146,17,3.4,1432875,2008-12-10,Resigned
EMP0996,Oeshi Lad,Female,Sales Executive,Sales,BR099,12,2.6,716945,2014-05-31,Active
EMP0997,Odika Contractor,Female,Relationship Manager,Retail Banking,BR139,19,4.2,1425571,2007-04-30,Active
EMP0998,Anya Modi,Female,Relationship Manager,Retail Banking,BR139,9,4.0,1171410,2016-11-27,Resigned
EMP0999,Lajita Ram,Female,Senior Loan Officer,Retail Banking,BR159,11,3.1,1236491,2015-06-16,Active
EMP1000,Triya Talwar,Female,Loan Officer,Retail Banking,BR163,1,3.2,734790,2025-06-23,Active
